1.000000000000000000e+01,-4.599056603773584939e+00
1.011011011011011007e+01,-4.412560137047276676e+00
1.022022022022022014e+01,-4.290749259158771700e+00
1.033033033033033021e+01,-4.202988894457450719e+00
1.044044044044044028e+01,-4.118643967292691777e+00
1.055055055055055035e+01,-4.007079483834075084e+00
1.066066066066066043e+01,-3.853861313063524641e+00
1.077077077077077050e+01,-3.706053567993325526e+00
1.088088088088088057e+01,-3.621902458503198918e+00
1.099099099099099064e+01,-3.590129837027123738e+00
1.110110110110110071e+01,-3.534525600307192761e+00
1.121121121121121078e+01,-3.403876491269571147e+00
1.132132132132132085e+01,-3.245991419375498843e+00
1.143143143143143092e+01,-3.127369154413006669e+00
1.154154154154154099e+01,-3.046449352810594924e+00
1.165165165165165106e+01,-2.940942571177824316e+00
1.176176176176176114e+01,-2.768703840206444333e+00
1.187187187187187121e+01,-2.563770159754036104e+00
1.198198198198198128e+01,-2.374983546442067883e+00
1.209209209209209135e+01,-2.225452196684017725e+00
1.220220220220220142e+01,-2.116342664166108278e+00
1.231231231231231149e+01,-2.037387545165355807e+00
1.242242242242242156e+01,-1.943470198740650412e+00
1.253253253253253163e+01,-1.786386921534264927e+00
1.264264264264264170e+01,-1.582765561173043123e+00
1.275275275275275177e+01,-1.402020383453758567e+00
1.286286286286286185e+01,-1.289533726609773279e+00
1.297297297297297369e+01,-1.211826995569022403e+00
1.308308308308308376e+01,-1.123112799187790278e+00
1.319319319319319384e+01,-1.020886784493670429e+00
1.330330330330330391e+01,-9.363028876577171866e-01
1.341341341341341398e+01,-8.866501742206188696e-01
1.352352352352352405e+01,-8.459885125632562453e-01
1.363363363363363412e+01,-7.822515140263190947e-01
1.374374374374374419e+01,-6.882295669005863425e-01
1.385385385385385426e+01,-5.751873486344617481e-01
1.396396396396396433e+01,-4.597709255104462378e-01
1.407407407407407440e+01,-3.723950211466915405e-01
1.418418418418418447e+01,-3.423306858363281968e-01
1.429429429429429455e+01,-3.521020017823434101e-01
1.440440440440440462e+01,-3.511063807415888416e-01
1.451451451451451469e+01,-3.092576107814495323e-01
